Instituição,Segmento BCB,Perfil,Elegibilidade,Grupo tem DTVM/adm.fid.?,CNPJ,UF,Município,Ativo Total (R$),Passivo Exigível (R$),Patrimônio Líquido (R$),Captações (R$),Carteira de Crédito (R$),TVM (R$),Maior escala (R$),Lucro Líquido (R$),Início atividade,Gestor CVM?,Nº fundos que gere,Adm.fiduciário?,Custodiante?,Nº classes que custodia,PL custodiado (R$),Telefone,E-mail,Site
REVOLUT SOCIEDADE DE CRÉDITO DIRETO S.A.,Sociedade de Crédito Direto,Fintech (SCD),Só via DTVM nova (objeto restrito),,51.342.763/0001-51,SP,São Paulo,98892157.92,27193869.12,71698288.8,8027342.54,7301.57,30420934.13,98892157.92,-19621926.74,2024,,,,,,,800 5911329,JOAO.SITTA@REVOLUT.COM,WWW.REVOLUT.COM
FORIS GFS BR INSTITUICAO DE PAGAMENTO LTDA,Instituição de Pagamento,Fintech (pagamentos),Só via DTVM nova (objeto restrito),,39.993.186/0001-62,SP,São Paulo,100598196.7,75409666.35,25188530.35,10788064.16,,41548271.49,100598196.7,931436.15,2022,,,,,,,11 34346508,MAX.BRAGA@CRYPTO.COM,HTTPS://CRYPTO.COM/BR
EAGLE INSTITUICAO DE PAGAMENTO LTDA.,Instituição de Pagamento,Fintech (pagamentos),Só via DTVM nova (objeto restrito),,11.414.839/0001-92,RS,Porto Alegre,105394249.39,9375723.47,96018525.92,,,85800325.76,105394249.39,14831546.15,,,,,,,,800 4009050,COMPLIANCE@FUTURO.COM.BR,HTTPS://WWW.FUTURO.COM.BR/
BELLUNO INSTITUICAO DE PAGAMENTO LTDA,Instituição de Pagamento,Fintech (pagamentos),Só via DTVM nova (objeto restrito),,25.238.191/0001-55,SC,Jaraguá Do Sul,110652856.63,107330051.07,3322805.56,9318266.53,,877920.22,110652856.63,-556296.43,2023,,,,,,,47 32747400,ISMAR@BELLUNO.DIGITAL,WWW.BELLUNO.DIGITAL
GALAX PAY INSTITUIÇÃO DE PAGAMENTO S.A.,Instituição de Pagamento,Fintech (pagamentos),Só via DTVM nova (objeto restrito),,30.765.018/0001-45,MG,Belo Horizonte,116118426.63,100686471.25,15431955.38,272517.0,,100079.46,116118426.63,2631955.38,,,,,,,,800 5911852,REGULATORIO@CELCOIN.COM.BR,HTTPS://WWW.GALAXPAY.COM.BR/
GOOGLE PAY BRASIL INSTITUICAO DE PAGAMENTO LTDA.,Instituição de Pagamento,Fintech (pagamentos),Só via DTVM nova (objeto restrito),,43.394.419/0001-88,SP,São Paulo,121870043,6318536.78,115551506.22,,,112614339.61,121870043,1957532.96,2022,,,,,,,11 988170396,ISABELSICA@GOOGLE.COM,
FLAGSHIP INSTITUICAO DE PAGAMENTO LTDA,Instituição de Pagamento,Fintech (pagamentos),Só via DTVM nova (objeto restrito),,23.114.447/0001-97,SP,São Paulo,123690752.78,106060617.32,17630135.46,102224192.08,,3526155.82,123690752.78,278511.019999999,2022,,,,,,,19 37947735,CARLOS.NETTO@MATERA.COM,HTTPS://IPFLAGSHIP.COM.BR/
RENDIMENTOPAY INSTITUIÇÃO DE PAGAMENTO S.A.,Instituição de Pagamento,Fintech (pagamentos),Só via DTVM nova (objeto restrito),,13.776.742/0001-55,SP,São Paulo,124121859.14,111436031.8,12685827.34,71040343.31,12295045.27,92913881.93,124121859.14,166560.249999997,,,,,,,,800 7220132,OUVIDORIA@RENDIMENTO.COM.BR,WWW.RENDIMENTOPAY.COM.BR
CAPPTA INSTITUIÇÃO DE PAGAMENTO S.A.,Instituição de Pagamento,Fintech (pagamentos),Só via DTVM nova (objeto restrito),,13.966.572/0001-71,SP,São Paulo,125185300.55,115038317.24,10146983.31,61728650.91,,467967.95,125185300.55,3471175.25,2024,,,,,,,800 878111,OUVIDORIA@CAPPTA.COM.BR,WWW.CAPPTA.COM.BR
PAGCERTO INSTITUICAO DE PAGAMENTO LTDA.,Instituição de Pagamento,Fintech (pagamentos),Só via DTVM nova (objeto restrito),,17.819.084/0001-92,SP,São Paulo,130816093.88,117069184.24,13746909.64,116106461.43,,45133086.13,130816093.88,1909783.17,2024,,,,,,,800 8870888,ATENDIMENTO@PAGCERTO.COM.BR,HTTPS://PAGCERTO.COM.BR
SERVNET INSTITUIÇÃO DE PAGAMENTO LTDA.,Instituição de Pagamento,Fintech (pagamentos),Só via DTVM nova (objeto restrito),,29.759.316/0001-43,MG,Uberlândia,135421349.18,124938014.62,10483334.56,7738143.7,19795386.26,861448.69,135421349.18,-27022.76,2022,,,,,,,34 996404638,COMPLIANCE@VALECARD.COM.BR,HTTPS://WWW.VALECARD.COM.BR
AGÊNCIA DE FOMENTO E DESENVOLVIMENTO DO ESTADO DO PIAUÍ S.A.,Agência de Fomento,Estatal/público,Só via DTVM nova (objeto restrito),,11.836.226/0001-43,PI,Teresina,143009412.62,56354818.41,86654594.21,54116252.95,77122986.36,51139663.68,143009412.62,402141.800000001,2010,,,,,,,86 32166277,BADESPI@BADESPI.PI.GOV.BR,WWW.BADESPI.PI.COM.BR
OPEA SOCIEDADE DE CRÉDITO DIRETO S.A.,Sociedade de Crédito Direto,Fintech (SCD),Só via DTVM nova (objeto restrito),,39.519.944/0001-05,SP,São Paulo,145522008.32,136434697.72,9087310.6,64434922.4,,8632949.38,145522008.32,831169.250000001,2021,,,,,,,11 949698349,SERVICOS.FINANCEIROS@OPEA.COM.BR,HTTPS://WWW.OPEA.COM.BR
ROADCARD INSTITUICAO DE PAGAMENTO INTEGRADO DA LOGISTICA S.A.,Instituição de Pagamento,Fintech (pagamentos),Só via DTVM nova (objeto restrito),,12.815.827/0001-32,SP,São Paulo,147122340.51,106474866.64,40647473.87,80754029.08,,1861252.49,147122340.51,8606765.05,2024,,,,,,,11 23131265,COMPLIANCE@ROADCARD.COM.BR,WWW.ROADCARD.COM.BR
CARTOS SOCIEDADE DE CRÉDITO DIRETO S.A.,Sociedade de Crédito Direto,Fintech (SCD),Só via DTVM nova (objeto restrito),,21.332.862/0001-91,SP,São Paulo,150194752.04,145188691.7,5006060.34,126967463.37,5881536.68,949211.68,150194752.04,438250.809999989,2014,,,,,,,11 33881500,FCOSTA@CARTOS.COM.BR,WWW.CARTOS.COM.BR
FAIR SOCIEDADE CORRETORA DE CÂMBIO S.A.,Sociedade Corretora de Câmbio,Câmbio,Só via DTVM nova (objeto restrito),,32.648.370/0001-26,SP,São Paulo,157389993.35,120573461.43,36816531.92,,,20272059.97,157389993.35,989419.909999999,1989,,,,,,,11 31912500,SUPERVISAO@FAIRCORRETORA.COM.BR,WWW.FAIRCCV.COM.BR
NUPAY FOR BUSINESS INSTITUICAO DE PAGAMENTO LTDA.,Instituição de Pagamento,Fintech (pagamentos),Só via DTVM nova (objeto restrito),,32.219.232/0001-21,SP,São Paulo,165097881.46,5848141.28,159249740.18,,,153789336.57,165097881.46,3354536.42,,,,,,,,,OI-NUPAY@NUBANK.COM.BR,WWW.NUBANK.COM.BR
BRINKS PAY INSTITUICAO DE PAGAMENTO LTDA,Instituição de Pagamento,Fintech (pagamentos),Só via DTVM nova (objeto restrito),,09.437.293/0001-43,SP,São Paulo,177802617.76,134874269.89,42928347.87,87003629.93,,,177802617.76,826307.939999998,2023,,,,,,,800 5682981,SUPORTE@BRINKSPAY.COM.BR,
COOPER CARD INSTITUIÇÃO DE PAGAMENTO LTDA.,Instituição de Pagamento,Fintech (pagamentos),Só via DTVM nova (objeto restrito),,05.938.780/0001-39,SP,Barueri,182110325.37,132236005.36,49874320.01,934150.98,110971755.36,25882036.64,182110325.37,2116801.54,2025,,,,,,,800 6408484,EDMILSON.SEGALA@COOPERCARD.COM.BR,HTTPS://WWW.COOPERCARD.COM.BR
TRANSFEERA INSTITUIÇÃO DE PAGAMENTO S.A,Instituição de Pagamento,Fintech (pagamentos),Só via DTVM nova (objeto restrito),,27.084.098/0001-69,PR,Curitiba,191113938.77,171569162.02,19544776.75,159054379.3,,15295894.76,191113938.77,14330287.22,2023,,,,,,,47 30038388,COMPLIANCE@TRANSFEERA.COM,WWW.TRANSFEERA.COM
ONEKEY PAYMENTS INSTITUICAO DE PAGAMENTO SA,Instituição de Pagamento,Fintech (pagamentos),Só via DTVM nova (objeto restrito),,35.210.410/0001-41,SP,Barueri,197609313.33,183185500.76,14423812.57,161069938.71,,,197609313.33,6288636.49,2024,,,,,,,11 29702828,COMPLIANCE@ONEKEYPAYMENTS.COM,HTTPS://WWW.ONEKEYPAYMENTS.COM/
C&A PAY SOCIEDADE DE CRÉDITO DIRETO S.A.,Sociedade de Crédito Direto,Fintech (SCD),Só via DTVM nova (objeto restrito),,49.173.791/0001-40,SP,Barueri,205526099.21,69415126.3,136110972.91,,,170913461.92,205526099.21,1802015.77,2023,,,,,,,11 21349231,COMUNICACAO.BCB@CEAPAY.COM.BR,
EBURY BANCO DE CÂMBIO S.A.,Banco de Câmbio,Câmbio,Só via DTVM nova (objeto restrito),,13.059.145/0001-00,SP,São Paulo,208993873.75,112438982.13,96554891.62,14531301.31,,34117449.01,208993873.75,4654912.77999999,2011,,,,,,,11 27125300,OUVIDORIA@BR.EBURY.COM,BR.EBURY.COM
AVANCARD PROVER INSTITUIÇÃO DE PAGAMENTO LTDA,Instituição de Pagamento,Fintech (pagamentos),Só via DTVM nova (objeto restrito),,20.308.187/0001-00,AM,Manaus,209346084.06,99292938.45,110053145.61,12834613.29,,104727313.05,209346084.06,15929289.43,2023,,,,,,,92 99054840,DIRETORIA@AVANCARD.COM.BR,
ALESTA SOCIEDADE DE CREDITO DIRETO S.A.,Sociedade de Crédito Direto,Fintech (SCD),Só via DTVM nova (objeto restrito),,38.316.293/0001-93,SP,Campinas,213203124.58,8881306.35,204321818.23,,118408428.93,,213203124.58,18544989.9,2021,,,,,,,19 991992975,REGULATORIO@ALESTA.COM.BR,WWW.ALESTA.COM.BR
GOWD INSTITUIÇÃO DE PAGAMENTO LTDA.,Instituição de Pagamento,Fintech (pagamentos),Só via DTVM nova (objeto restrito),,33.630.661/0001-50,PR,Maringá,214011683.82,206313484.39,7698199.43,72551910.56,,98869.92,214011683.82,2396175.87,2023,,,,,,,44 31122185,LUCIANO@GOWD.COM,HTTPS://GOWD.COM
INOVANTI INSTITUIÇÃO DE PAGAMENTO S.A.,Instituição de Pagamento,Fintech (pagamentos),Só via DTVM nova (objeto restrito),,37.511.258/0001-62,SP,São Paulo,215139512.2,197267589.83,17871922.37,192195483.28,,124472870.79,215139512.2,2176444.33,2024,,,,,,,11 943500617,COMPLIANCE@INOVANTI.COM.BR,WWW.INOVANTI.COM.BR
PAY4FUN INSTITUICAO DE PAGAMENTO S.A.,Instituição de Pagamento,Fintech (pagamentos),Só via DTVM nova (objeto restrito),,20.757.199/0001-04,SP,São Paulo,227980334.3,182588278.6,45392055.7,173991973.03,,34717922.26,227980334.3,-3276697.25,2022,,,,,,,11 50493846,PAY4FUN@P4F.COM,WWW.P4F.COM
AGÊNCIA DE FOMENTO DO ESTADO DE MATO GROSSO S/A - DESENVOLVE MT,Agência de Fomento,Estatal/público,Só via DTVM nova (objeto restrito),,06.284.531/0001-30,MT,Cuiabá,231987141.45,13062002.36,218925139.09,6977692.35,115560410.83,111274446.93,231987141.45,-466617.409999997,2004,,,,,,,65 36137900,GOVERNANCA@DESENVOLVE.MT.GOV.BR,WWW.DESENVOLVE.MT.GOV.BR
PLUXEE INSTITUIÇÃO DE PAGAMENTO BRASIL S.A.,Instituição de Pagamento,Fintech (pagamentos),Só via DTVM nova (objeto restrito),,30.798.783/0001-61,SP,São Paulo,236552104.9,173251854.77,63300250.13,41739000.93,,202537563.98,236552104.9,5232541.72,2021,,,,,,,11 30035083,CORGREGULADORES@SANTANDER.COM.BR,
EDENRED SOLUCOES DE MOBILIDADE E INSTITUICAO DE PAGAMENTO HU S.A.,Instituição de Pagamento,Fintech (pagamentos),Só via DTVM nova (objeto restrito),,18.587.586/0001-06,RS,Campo Bom,244632989.54,216088484.21,28544505.33,4071023.2,24882712.13,,244632989.54,-27134227.79,,,,,,,,11 974210015,RONALDO.MARQUES@EDENRED.COM,
WISE BRASIL CORRETORA DE CÂMBIO LTDA,Sociedade Corretora de Câmbio,Câmbio,Só via DTVM nova (objeto restrito),,36.588.217/0001-01,SP,São Paulo,247717088.76,110982616.93,136734471.83,,,19975241.1,247717088.76,1445870.04999999,2021,,,,,,,800 8781204,RELACOES.GOVERNAMENTAIS@WISE.COM,WISE.COM
AGÊNCIA DE FOMENTO DO ESTADO DO AMAZONAS S.A. - AFEAM,Agência de Fomento,Estatal/público,Só via DTVM nova (objeto restrito),,03.183.937/0001-38,AM,Manaus,273101512.09,143593350.02,129508162.07,8458170.52,38893117.61,213883117.02,273101512.09,3823693.79,1999,,,,,,,92 36553045,GABINETE@AFEAM.ORG.BR,WWW.AFEAM.ORG.BR
AGENCIA DE FOMENTO DE GOIAS S/A,Agência de Fomento,Estatal/público,Só via DTVM nova (objeto restrito),,03.918.382/0001-25,GO,Goiânia,275942773.66,72661652.6,203281121.06,53712484.34,112318014.78,136737574.89,275942773.66,859842.22,2000,,,,,,,62 32164900,GOIASFOMENTO@FOMENTO.GOIAS.GOV.BR,WWW.FOMENTO.GOIAS.GOV.BR
LAUNCH PAD SOCIEDADE DE CRÉDITO DIRETO S.A.,Sociedade de Crédito Direto,Fintech (SCD),Só via DTVM nova (objeto restrito),,45.220.646/0001-12,MG,Belo Horizonte,279104575.94,242074934.22,37029641.72,219970669.98,,186071160.43,279104575.94,5754658.47,2022,,,,,,,800 8813568,CAROLINE.ZORZETTO@HOTMART.COM,HTTPS://SCD.HOTMART.COM/
BEES INSTITUICAO DE PAGAMENTO LTDA.,Instituição de Pagamento,Fintech (pagamentos),Só via DTVM nova (objeto restrito),,35.523.352/0001-06,SP,São Paulo,281163469.47,239955059.45,41208410.02,234988855.11,,23853971.14,281163469.47,3276061.05,2024,,,,,,,11 49848122,LEGAL.BEESBANK@AB-INBEV.COM,HTTPS://WWW.BEESBANK.COM.BR/
BRAZA BANK S.A. BANCO DE CÂMBIO,Banco de Câmbio,Câmbio,Só via DTVM nova (objeto restrito),,19.307.785/0001-78,PR,Curitiba,281512205.21,228735995.8,52776209.41,83921609.16,,128110728.28,281512205.21,1156734.44999999,2014,,,,,,,41 31230100,ANGELICA.OLIVEIRA@BRAZA.COM.BR,WWW.BRAZABANK.COM.BR
GREENPASS TECNOLOGIA E INSTITUICAO DE PAGAMENTO HUE S.A.,Instituição de Pagamento,Fintech (pagamentos),Só via DTVM nova (objeto restrito),,28.581.308/0001-97,SP,São Paulo,284603667.33,304826898.78,-20223231.45,,,2437255.62,304826898.78,-991107.25,,,,,,,,,CONTATO@GREENPASS.COM.BR,
ASTRO INSTITUICAO DE PAGAMENTO LTDA.,Instituição de Pagamento,Fintech (pagamentos),Só via DTVM nova (objeto restrito),,34.006.497/0001-77,SP,São Paulo,290773978.35,282410256.12,8363722.23,17759193.27,,18119328.01,290773978.35,1102150.76,2024,,,,,,,800 408010,LEGAL@ASTROPAY.COM,HTTPS://WWW.ASTROPAY.COM/PT
PINBANK BRASIL INSTITUIÇÃO DE PAGAMENTO S.A.,Instituição de Pagamento,Fintech (pagamentos),Só via DTVM nova (objeto restrito),,17.079.937/0001-05,SP,São Paulo,293677256.93,266967120.6,26710136.33,205749894.74,,3461597.42,293677256.93,-1414820.32,2006,,,,,,,11 39956022,JURIDICO@PINBANK.COM.BR,WWW.PINBANK.COM.BR
ACG INSTITUIÇÃO DE PAGAMENTO S.A.,Instituição de Pagamento,Fintech (pagamentos),Só via DTVM nova (objeto restrito),,10.868.663/0001-86,SP,São Paulo,300461108.96,250117729.04,50343379.92,44547666.54,92317354.03,201189095.56,300461108.96,2699426.81,2022,,,,,,,11 30743400,RJ@ACGSA.COM.BR,HTTP://WWW.ACGSA.COM.BR/
PAGUEVELOZ INSTITUIÇÃO DE PAGAMENTO LTDA.,Instituição de Pagamento,Fintech (pagamentos),Só via DTVM nova (objeto restrito),,03.816.413/0001-37,SC,Blumenau,312743098.51,232645639.49,80097459.02,50645107.01,,50651055.77,312743098.51,5469479.02,2022,,,,,,,47 32887489,COMPLIANCE@PAGUEVELOZ.COM.BR,WWW.PAGUEVELOZ.COM.BR
DELFINANCE SOCIEDADE DE CREDITO DIRETO S.A.,Sociedade de Crédito Direto,Fintech (SCD),Só via DTVM nova (objeto restrito),,38.224.857/0001-68,SE,Aracaju,326107075.16,300424358.92,25682716.24,278897221.13,9988386.44,,326107075.16,575451.440000001,2021,,,,,,,79 31420491,CAMILLA.ARAGAO@DELBANK.COM.BR,HTTPS://DELFINANCE.COM.BR/
STRADA PAY INSTITUIÇÃO DE PAGAMENTO LTDA.,Instituição de Pagamento,Fintech (pagamentos),Só via DTVM nova (objeto restrito),,10.314.753/0001-25,SP,São Paulo,332348953.67,283677258.94,48671694.73,122151766.3,,259073789.9,332348953.67,1433949.89,2020,,,,,,,800 6001060,COMPLIANCE@STRADA.LOG.BR,HTTPS://STRADA.LOG.BR/
OKTO INSTITUIÇÃO DE PAGAMENTO S.A.,Instituição de Pagamento,Fintech (pagamentos),Só via DTVM nova (objeto restrito),,30.980.539/0001-15,SP,São Paulo,364093083.97,346764825.88,17328258.09,341405567.71,,90156.9,364093083.97,9609992.67,2022,,,,,,,800 675757,EDELMANN@OKTOPAYMENTS.COM,WWW.OKTOPAY.COM.BR
SEM PARAR SOCIEDADE DE CRÉDITO DIRETO S.A.,Sociedade de Crédito Direto,Fintech (SCD),Só via DTVM nova (objeto restrito),,45.879.000/0001-41,SP,São Paulo,379532672.43,31597280.55,347935391.88,,186664575.68,107542490.6,379532672.43,15054540.88,,,,,,,,11 974103601,ATILA.SINZATO@FLEETCOR.COM.BR,WWW.SEMPARAR.COM.BR
BK INSTITUIÇÃO DE PAGAMENTO S.A.,Instituição de Pagamento,Fintech (pagamentos),Só via DTVM nova (objeto restrito),,16.814.330/0001-50,SP,Barueri,382696801.96,345726907.57,36969894.39,95700558.32,,102326327.62,382696801.96,-1042579.85000001,2024,,,,,,,11 911559081,COMPLIANCE.PLD@BKBANK.COM.BR,
NDD INSTITUICAO DE PAGAMENTO LTDA,Instituição de Pagamento,Fintech (pagamentos),Só via DTVM nova (objeto restrito),,57.030.391/0001-04,SC,Lages,,,,,,,,,,,,,,,,49 32518000,COMPLIANCEIP@NDD.TECH,
CONPAY INSTITUIÇÃO DE PAGAMENTO E TECNOLOGIA S.A,Instituição de Pagamento,Fintech (pagamentos),Só via DTVM nova (objeto restrito),,31.531.997/0001-30,PB,João Pessoa,,,,,,,,,,,,,,,,83 993986835,CAROLINE.DELFIM@CONPAY.COM.BR,
MH SOCIEDADE DE CRÉDITO DIRETO S.A.,Sociedade de Crédito Direto,Fintech (SCD),Só via DTVM nova (objeto restrito),,51.834.986/0001-36,PR,Cianorte,,,,,,,,,2024,,,,,,,44 30394622,CONTATO@UAUH.COM.BR,
FATURACRED SOCIEDADE DE CRÉDITO DIRETO S.A.,Sociedade de Crédito Direto,Fintech (SCD),Só via DTVM nova (objeto restrito),,58.859.402/0001-26,ES,Vila Velha,,,,,,,,,,,,,,,,27 30248280,CONTATO@FATURACRED.COM.BR,WWW.FATURACRED.COM.BR
WX INSTITUICAO DE PAGAMENTO LTDA,Instituição de Pagamento,Fintech (pagamentos),Só via DTVM nova (objeto restrito),,57.824.223/0001-90,SP,São Bernardo Do Campo,,,,,,,,,,,,,,,,11 974513221,MARCELO@WXPAY.COM.BR,WWW.WXPAY.COM.BR
KIWIFY INSTITUICAO DE PAGAMENTO LTDA,Instituição de Pagamento,Fintech (pagamentos),Só via DTVM nova (objeto restrito),,53.908.413/0001-35,SC,Balneário Camboriú,,,,,,,,,,,,,,,,47 21226605,REGULATORIO@KIWIFY.COM.BR,HTTPS://KIWIFY.COM.BR/
APROMS NET INSTITUICAO DE PAGAMENTO LTDA.,Instituição de Pagamento,Fintech (pagamentos),Só via DTVM nova (objeto restrito),,37.168.145/0001-06,MS,Dourados,,,,,,,,,2024,,,,,,,67 34249874,DIRETORADM@APROMSNET.COM.BR,
DM SOCIEDADE DE CRÉDITO DIRETO S.A.,Sociedade de Crédito Direto,Fintech (SCD),Só via DTVM nova (objeto restrito),,37.555.231/0001-71,SP,São José Dos Campos,,,,,,,,,,,,,,,,12 21360120,REGULATORIO@DMCARD.COM.BR,WWW.DMCARD.COM.BR
NAGRO SOCIEDADE DE CRÉDITO DIRETO S.A.,Sociedade de Crédito Direto,Fintech (SCD),Só via DTVM nova (objeto restrito),,56.047.774/0001-22,MG,Uberlândia,,,,,,,,,,,,,,,,34 997074140,MARCIO.RIBEIRO@NAGRO.COM.BR,HTTPS://NAGRO.COM.BR/
CREDIMÓVEL SOCIEDADE DE CRÉDITO DIRETO S.A.,Sociedade de Crédito Direto,Fintech (SCD),Só via DTVM nova (objeto restrito),,45.341.994/0001-48,GO,Goiânia,,,,,,,,,2022,,,,,,,11 952186606,DANILOFUTURACONTABIL@GMAIL.COM,
MW INSTITUICAO DE PAGAMENTO LTDA,Instituição de Pagamento,Fintech (pagamentos),Só via DTVM nova (objeto restrito),,53.822.116/0001-72,SC,Joinville,,,,,,,,,,,,,,,,47 999632686,WITOR@MWPAY.COM.BR,HTTPS://MWPAY.COM.BR/
ÓPERA SOCIEDADE DE CRÉDITO DIRETO S.A.,Sociedade de Crédito Direto,Fintech (SCD),Só via DTVM nova (objeto restrito),,55.841.657/0001-73,SC,Jaraguá Do Sul,,,,,,,,,,,,,,,,47 991883777,GUSTAVO@OPERACAPITAL.COM.BR,
PB SOCIEDADE DE CREDITO DIRETO S.A.,Sociedade de Crédito Direto,Fintech (SCD),Só via DTVM nova (objeto restrito),,58.674.454/0001-28,SP,São Bernardo Do Campo,,,,,,,,,,,,,,,,11 983507963,GELSON@PARABANK.COM.BR,
GO SOCIEDADE DE CRÉDITO DIRETO S.A.,Sociedade de Crédito Direto,Fintech (SCD),Só via DTVM nova (objeto restrito),,61.637.240/0001-96,SP,Guarulhos,,,,,,,,,,,,,,,,11 947157450,PEREIRA@CONADEC.COM.BR,
WASU - WALLET SUPPORT INSTITUIÇÃO DE PAGAMENTO LTDA,Instituição de Pagamento,Fintech (pagamentos),Só via DTVM nova (objeto restrito),,49.686.505/0001-40,SC,Balneário Camboriú,,,,,,,,,,,,,,,,,ATENDIMENTO@WASU.DIGITAL,
LIQUIDO INSTITUICAO DE PAGAMENTO LTDA,Instituição de Pagamento,Fintech (pagamentos),Só via DTVM nova (objeto restrito),,48.552.108/0001-13,SP,São Paulo,,,,,,,,,2024,,,,,,,,LIQUIDOIP@LIQUIDO.COM,
CONLIFE SOCIEDADE DE CRÉDITO DIRETO S/A,Sociedade de Crédito Direto,Fintech (SCD),Só via DTVM nova (objeto restrito),,62.451.088/0001-15,SP,São José Dos Campos,,,,,,,,,,,,,,,,,SOCIETARIO@BENICIO.COM.BR,
IUPI INSTITUICAO DE PAGAMENTO S.A.,Instituição de Pagamento,Fintech (pagamentos),Só via DTVM nova (objeto restrito),,08.323.197/0001-01,MG,Uberlândia,,,,,,,,,2024,,,,,,,34 96920252,CYNTHIA.FERREIRA@MOBILECARD.COM.BR,
V3 INSTITUICAO DE PAGAMENTO S.A.,Instituição de Pagamento,Fintech (pagamentos),Só via DTVM nova (objeto restrito),,38.320.462/0001-69,CE,Fortaleza,,,,,,,,,,,,,,,,85 30511907,ADRIANO.MONACO@ONNIBANK.COM.BR,WWW.ONNIBANK.COM.BR
PINPAG INSTITUIÇÃO DE PAGAMENTO S.A.,Instituição de Pagamento,Fintech (pagamentos),Só via DTVM nova (objeto restrito),,17.768.068/0001-18,SP,São Caetano Do Sul,,,,,,,,,,,,,,,,11 4223,COMPLIANCE-PIX@PINPAG.COM.BR,WWW.PINPAG.COM.BR
QESH INSTITUICAO DE PAGAMENTO LTDA,Instituição de Pagamento,Fintech (pagamentos),Só via DTVM nova (objeto restrito),,31.818.873/0001-30,MG,Nova Lima,,,,,,,,,2023,,,,,,,31 992308000,JURIDICO@QESH.AI,
PAGSMILE INSTITUIÇÃO DE PAGAMENTO LTDA.,Instituição de Pagamento,Fintech (pagamentos),Só via DTVM nova (objeto restrito),,37.753.531/0001-65,SP,São Paulo,,,,,,,,,,,,,,,,11 982094025,ADMINISTRATIVO@PAGSMILE.COM,
CONTAAZUL INSTITUICAO DE PAGAMENTO LTDA.,Instituição de Pagamento,Fintech (pagamentos),Só via DTVM nova (objeto restrito),,47.381.104/0001-57,SC,Joinville,,,,,,,,,,,,,,,,800 6000918,MARCOS.PERILLO@CONTAAZUL.COM,
PERSONAL SOCIEDADE DE CRÉDITO DIRETO S.A.,Sociedade de Crédito Direto,Fintech (SCD),Só via DTVM nova (objeto restrito),,57.905.133/0001-24,SC,Florianópolis,,,,,,,,,,,,,,,,,PEREIRA@CONADEC.COM.BR,
BIT SOCIEDADE DE CRÉDITO DIRETO S.A.,Sociedade de Crédito Direto,Fintech (SCD),Só via DTVM nova (objeto restrito),,58.367.961/0001-19,SP,Campinas,,,,,,,,,,,,,,,,19 981148434,ISRAEL.AECE@BITFIN.COM.BR,
PAYFACE INSTITUICAO DE PAGAMENTO S.A.,Instituição de Pagamento,Fintech (pagamentos),Só via DTVM nova (objeto restrito),,32.982.245/0001-58,SC,Florianópolis,,,,,,,,,,,,,,,,11 48589951,ADMINISTRATIVO@PAYFACE.COM.BR,HTTPS://PAYFACE.COM.BR/
REDECARD SOCIEDADE DE CRÉDITO DIRETO S.A.,Sociedade de Crédito Direto,Fintech (SCD),Só via DTVM nova (objeto restrito),,46.743.943/0001-05,SP,São Paulo,,,,,,,,,,,,,,,,11 50199968,RELACIONAMENTO.BACEN@ITAU-UNIBANCO.COM.BR,WWW.ITAU.COM.BR
LARCA CAPITAL - SOCIEDADE DE CRÉDITO DIRETO S.A.,Sociedade de Crédito Direto,Fintech (SCD),Só via DTVM nova (objeto restrito),,61.971.803/0001-88,RS,Porto Alegre,,,,,,,,,,,,,,,,51 40022933,MATHEUS@LARCACAPITAL.COM.BR,HTTPS://WWW.LARCACAPITAL.COM.BR/
MÊNTORE INSTITUIÇÃO DE PAGAMENTO S.A.,Instituição de Pagamento,Fintech (pagamentos),Só via DTVM nova (objeto restrito),,32.343.119/0001-53,CE,Fortaleza,,,,,,,,,,,,,,,,85 96197753,COMPLIANCE@MENTOREBANK.COM.BR,HTTPS://WWW.MENTOREBANK.COM.BR/
PLUGGY BRASIL INSTITUICAO DE PAGAMENTO LTDA,Instituição de Pagamento,Fintech (pagamentos),Só via DTVM nova (objeto restrito),,37.943.755/0001-30,SP,São Paulo,,,,,,,,,,,,,,,,,DPO@PLUGGY.AI,HTTPS://WWW.PLUGGY.AI/
VIVO PAY SOCIEDADE DE CRÉDITO DIRETO S.A.,Sociedade de Crédito Direto,Fintech (SCD),Só via DTVM nova (objeto restrito),,57.487.987/0001-38,SP,São Paulo,,,,,,,,,,,,,,,,11 971559539,RICARDO.IKEGAME@TELEFONICA.COM,
PAGBRASIL INSTITUICAO DE PAGAMENTO LTDA,Instituição de Pagamento,Fintech (pagamentos),Só via DTVM nova (objeto restrito),,14.630.124/0001-65,RS,Porto Alegre,,,,,,,,,,,,,,,,51 35000700,LEGAL@PAGBRASIL.COM,HTTPS://WWW.PAGBRASIL.COM/
SOLVER INSTITUICAO DE PAGAMENTO LTDA,Instituição de Pagamento,Fintech (pagamentos),Só via DTVM nova (objeto restrito),,47.377.613/0001-06,SP,Barueri,,,,,,,,,,,,,,,,65 996834775,FISCAL@SOLVERPAG.COM.BR,
